accept-in,-6727446285755146594,14360167759875698
accept-in,-6727446285755146594,14360167759887703
accept-in,-4679746784376013614,14360167810635450
accept-in,-4679746784376013614,14360167810641900
accept-in,2112868534121567385,14360167841075553
accept-in,2112868534121567385,14360167841082584
accept-in,-2945289757373100384,14360167847193215
accept-in,-2945289757373100384,14360167847196781
accept-in,-8463798204977141978,14360167852484060
accept-in,-8463798204977141978,14360167852487721
accept-in,6881095818865937035,14360167854572928
accept-in,6881095818865937035,14360167854577956
accept-in,565722935933870638,14360167883001302
accept-in,565722935933870638,14360167883005831
accept-in,-7265581463914535673,14360167886395900
accept-in,-7265581463914535673,14360167886399478
accept-in,3588498975576924221,14360167887373367
accept-in,3588498975576924221,14360167887380343
accept-in,-4864423393566071880,14360167887592591
accept-in,-4864423393566071880,14360167887595646
accept-in,8686103936960039227,14360167892464944
accept-in,8686103936960039227,14360167892468566
accept-in,-1235830861985142963,14360167893591117
accept-in,-1235830861985142963,14360167893594783
accept-in,-984256950075740082,14360167895087219
accept-in,-984256950075740082,14360167895090691
accept-in,-4605336234124128708,14360167909994887
accept-in,-4605336234124128708,14360167909999864
accept-in,5743240613052724085,14360167913606395
accept-in,5743240613052724085,14360167913610071
accept-in,-3937455241840519161,14360167915660581
accept-in,-3937455241840519161,14360167915664559
accept-in,-6439563249852299182,14360167945944470
accept-in,-6439563249852299182,14360167945950345
accept-in,660739046368392477,14360167954472194
accept-in,660739046368392477,14360167954476304
accept-in,6821205088485738535,14360167985922091
accept-in,6821205088485738535,14360167985926095
accept-in,5451432523092207569,14360167986392852
accept-in,5451432523092207569,14360167986396121
accept-in,8856644815535595138,14360167997569616
accept-in,8856644815535595138,14360167997573608
accept-in,2595038023365530789,14360167999495897
accept-in,2595038023365530789,14360167999499704
accept-in,1414118115788457157,14360168003203764
accept-in,1414118115788457157,14360168003207505
accept-in,-5095640575600494720,14360168035293396
accept-in,-5095640575600494720,14360168035299521
accept-in,7323727120452494559,14360168036532013
accept-in,7323727120452494559,14360168036535697
accept-in,-6086051964722360865,14360168038364868
accept-in,-6086051964722360865,14360168038368225
accept-in,4056324545910760170,14360168046577572
accept-in,4056324545910760170,14360168046581434
accept-in,-7197039907297176192,14360168047019407
accept-in,-7197039907297176192,14360168047022669
accept-in,-860368501914165297,14360168055808209
accept-in,-860368501914165297,14360168055812148
accept-in,4201484909336792118,14360168069616733
accept-in,4201484909336792118,14360168069620502
accept-in,4196342457723204218,14360168070893345
accept-in,4196342457723204218,14360168070898038
accept-in,-7321691264944580912,14360168082632780
accept-in,-7321691264944580912,14360168082639714
accept-in,6211672424720985948,14360168099362247
accept-in,6211672424720985948,14360168099367475
accept-in,-1534569781269767421,14360168106240209
accept-in,-1534569781269767421,14360168106245592
accept-in,3013047643140310909,14360168128142417
accept-in,3013047643140310909,14360168128149961
accept-in,-4269952872452854291,14360168140636914
accept-in,-4269952872452854291,14360168140651541
accept-in,-2375579074795580791,14360168149632334
accept-in,-2375579074795580791,14360168149636335
accept-in,-9172668690392176860,14360168187879959
accept-in,-9172668690392176860,14360168187886741
accept-in,1534553714451133696,14360168199771555
accept-in,1534553714451133696,14360168199775521
accept-in,-2076088164764803643,14360168212537799
accept-in,-2076088164764803643,14360168212542381
accept-in,8965815004761245598,14360168217392741
accept-in,8965815004761245598,14360168217397621
accept-in,9122158922576734395,14360168236585958
accept-in,9122158922576734395,14360168236590842
accept-in,-5923184913427811916,14360168251839229
accept-in,-5923184913427811916,14360168251843425
accept-in,5566886932893085168,14360168263257031
accept-in,5566886932893085168,14360168263260808
accept-in,-2843891164084424530,14360168264424363
accept-in,-2843891164084424530,14360168264427891
accept-in,8398156024706836036,14360168271559330
accept-in,8398156024706836036,14360168271562969
accept-in,6490934871120810163,14360168283024951
accept-in,6490934871120810163,14360168283029034
accept-in,8529588696294043183,14360168285641726
accept-in,8529588696294043183,14360168285645718
accept-in,-4521950552743632867,14360168296523059
accept-in,-4521950552743632867,14360168296527743
accept-in,-7941327768546472499,14360168305799695
accept-in,-7941327768546472499,14360168305803997
accept-in,1821538083886239669,14360168308966079
accept-in,1821538083886239669,14360168308969547
accept-in,5801240851585093390,14360168314039579
accept-in,5801240851585093390,14360168314043854
accept-in,5258565603631041218,14360168325549452
accept-in,5258565603631041218,14360168325554863
accept-in,-4607503098136955068,14360168337204267
accept-in,-4607503098136955068,14360168337209618
accept-in,7245678234859756129,14360168342049659
accept-in,7245678234859756129,14360168342053341
accept-in,5828902250818506422,14360168371997150
accept-in,5828902250818506422,14360168372013139
accept-in,-4882928932128844289,14360168373116436
accept-in,-4882928932128844289,14360168373120126
accept-in,-3314548748035324338,14360168377655378
accept-in,-3314548748035324338,14360168377658849
accept-in,-3079423330075699624,14360168380555671
accept-in,-3079423330075699624,14360168380559231
accept-in,3176463248222476161,14360168393430124
accept-in,3176463248222476161,14360168393438090
accept-in,3783101956679839188,14360168412504692
accept-in,3783101956679839188,14360168412508757
accept-in,5451117070107278534,14360168432853603
accept-in,5451117070107278534,14360168432859874
accept-in,-994549752427385468,14360168484241508
accept-in,-994549752427385468,14360168484246795
accept-in,5316268413092182745,14360168508827107
accept-in,5316268413092182745,14360168508833217
accept-in,-7653529414876346632,14360168510549866
accept-in,-7653529414876346632,14360168510553590
accept-in,-1509905597619724434,14360168520853087
accept-in,-1509905597619724434,14360168520859150
accept-in,-6409388264589566037,14360168525936021
accept-in,-6409388264589566037,14360168525941056
accept-in,6335448820622259612,14360168531232586
accept-in,6335448820622259612,14360168531237819
accept-in,5552276786090679584,14360168548178665
accept-in,5552276786090679584,14360168548184073
accept-in,7959494453087836550,14360168559348431
accept-in,7959494453087836550,14360168559353356
accept-in,-7428641540796878331,14360168567786505
accept-in,-7428641540796878331,14360168567792913
accept-in,-2915260028247712690,14360168575774068
accept-in,-2915260028247712690,14360168575778746
accept-in,3519146781633673318,14360168584522487
accept-in,3519146781633673318,14360168584527470
accept-in,4767269644887949585,14360168628272689
accept-in,4767269644887949585,14360168628280273
accept-in,-4833618069514768280,14360168634785663
accept-in,-4833618069514768280,14360168634789104
accept-in,1190150659156225191,14360168640562414
accept-in,1190150659156225191,14360168640565968
accept-in,1702220890339867989,14360168640854161
accept-in,1702220890339867989,14360168640857371
accept-in,-5467882730331899620,14360168679388646
accept-in,-5467882730331899620,14360168679394736
accept-in,7780628968668068583,14360168680955393
accept-in,7780628968668068583,14360168680958552
accept-in,6477617707471977649,14360168686031123
accept-in,6477617707471977649,14360168686035109
accept-in,-3952010341822400041,14360168700621583
accept-in,-3952010341822400041,14360168700625370
accept-in,-9090959134575534070,14360168718631998
accept-in,-9090959134575534070,14360168718636515
accept-in,-3809283319855651263,14360168721523387
accept-in,-3809283319855651263,14360168721526820
accept-in,6633156778562993172,14360168725407520
accept-in,6633156778562993172,14360168725411353
accept-in,3517002892725381449,14360168733690426
accept-in,3517002892725381449,14360168733694609
accept-in,8797124249663382570,14360168742282369
accept-in,8797124249663382570,14360168742285960
accept-in,377936307108094476,14360168746096333
accept-in,377936307108094476,14360168746100042
accept-in,6698374088368408825,14360168753060280
accept-in,6698374088368408825,14360168753064340
accept-in,1389812438090217843,14360168754623492
accept-in,1389812438090217843,14360168754627044
accept-in,8934403164671336996,14360168763918460
accept-in,8934403164671336996,14360168763922322
accept-in,8301112338466938874,14360168771859782
accept-in,8301112338466938874,14360168771863354
accept-in,8023357974013208278,14360168785382375
accept-in,8023357974013208278,14360168785386038
accept-in,-5233844932375939777,14360168785475815
accept-in,-5233844932375939777,14360168785483235
accept-in,-2489243114065533908,14360168791288261
accept-in,-2489243114065533908,14360168791291000
accept-in,-2931701447750982972,14360168792917532
accept-in,-2931701447750982972,14360168792921271
accept-in,-6495011893459392780,14360168825487993
accept-in,-6495011893459392780,14360168825493349
accept-in,7624612067702295229,14360168830255421
accept-in,7624612067702295229,14360168830258076
accept-in,-7223897807659711372,14360168851884256
accept-in,-7223897807659711372,14360168851890851
accept-in,2485009681143584502,14360168858244955
accept-in,2485009681143584502,14360168858248482
accept-in,-8516180107234271473,14360168882507560
accept-in,-8516180107234271473,14360168882511506
accept-in,-7215820760667390261,14360168913389448
accept-in,-7215820760667390261,14360168913396957
accept-in,2891369324238398461,14360168916199465
accept-in,2891369324238398461,14360168916202901
accept-in,-6196292800751121916,14360168979965104
accept-in,-6196292800751121916,14360168979973687
accept-in,-5814375336190630076,14360168984390716
accept-in,-5814375336190630076,14360168984400108
accept-in,-6186772487172960898,14360169013416473
accept-in,-6186772487172960898,14360169013424584
accept-in,-5561783131851015957,14360169023919380
accept-in,-5561783131851015957,14360169023924073
accept-in,84672579240719894,14360169030869601
accept-in,84672579240719894,14360169030872995
accept-in,4639231530389853820,14360169046779872
accept-in,4639231530389853820,14360169046785120
accept-in,71375541336469214,14360169053316394
accept-in,71375541336469214,14360169053320450
accept-in,7657269222257567874,14360169063658196
accept-in,7657269222257567874,14360169063662581
accept-in,-7055162416399385735,14360169085672027
accept-in,-7055162416399385735,14360169085677526
accept-in,134133682458988750,14360169111941575
accept-in,134133682458988750,14360169111949017
accept-in,3260937573153968555,14360169113700830
accept-in,3260937573153968555,14360169113705078
accept-in,7139449199407257146,14360169128445595
accept-in,7139449199407257146,14360169128449278
accept-in,-2714058527382319641,14360169128954265
accept-in,-2714058527382319641,14360169128957271
accept-in,-8260587208010528505,14360169151197725
accept-in,-8260587208010528505,14360169151203879
accept-in,-334797495054680975,14360169155267878
accept-in,-334797495054680975,14360169155273987
accept-in,-3953909213879433937,14360169157138397
accept-in,-3953909213879433937,14360169157141905
accept-in,-4512083078718987669,14360169160423768
accept-in,-4512083078718987669,14360169160427416
accept-in,5513940635130127760,14360169188619042
accept-in,5513940635130127760,14360169188624694
accept-in,1892426655798720887,14360169199135325
accept-in,1892426655798720887,14360169199139084
accept-in,-1066672453383002182,14360169204262732
accept-in,-1066672453383002182,14360169204266424
accept-in,1584941989852885479,14360169223184570
accept-in,1584941989852885479,14360169223188384
accept-in,-2464854134993344390,14360169228193203
accept-in,-2464854134993344390,14360169228197001
accept-in,5175371056925476316,14360169234909860
accept-in,5175371056925476316,14360169234917289
accept-in,-5775772618682019247,14360169274855688
accept-in,-5775772618682019247,14360169274862078
accept-in,-2321363451251097390,14360169282637951
accept-in,-2321363451251097390,14360169282641521
accept-in,3839321691575364685,14360169287435903
accept-in,3839321691575364685,14360169287439680
accept-in,6952667042942946453,14360169291724717
accept-in,6952667042942946453,14360169291728406
accept-in,4984966633723137912,14360169320282057
accept-in,4984966633723137912,14360169320286956
accept-in,-5952811459507951158,14360169321573408
accept-in,-5952811459507951158,14360169321576983
accept-in,-2560727826014060566,14360169333712951
accept-in,-2560727826014060566,14360169333717904
accept-in,-8550755695521464609,14360169339883509
accept-in,-8550755695521464609,14360169339887152
accept-in,685102576925099005,14360169362417409
accept-in,685102576925099005,14360169362421562
accept-in,8894306810985374676,14360169370535452
accept-in,8894306810985374676,14360169370539322
accept-in,-629495743868830868,14360169394636600
accept-in,-629495743868830868,14360169394641542
accept-in,7033041184348399645,14360169415834897
accept-in,7033041184348399645,14360169415839849
accept-in,-5720553722813175012,14360169428540366
accept-in,-5720553722813175012,14360169428545281
accept-in,7693736129499081328,14360169433160545
accept-in,7693736129499081328,14360169433165515
accept-in,-3475470095100552466,14360169451071025
accept-in,-3475470095100552466,14360169451081175
accept-in,-4036335242816596848,14360169455619787
accept-in,-4036335242816596848,14360169455624997
accept-in,-8495100177490272147,14360169457221053
accept-in,-8495100177490272147,14360169457226173
accept-in,8648846289254043865,14360169482440697
accept-in,8648846289254043865,14360169482445991
accept-in,2835226724294612079,14360169483049696
accept-in,2835226724294612079,14360169483054902
accept-in,5904034697767007762,14360169486737308
accept-in,5904034697767007762,14360169486742551
accept-in,9221940498369364059,14360169492105192
accept-in,9221940498369364059,14360169492109009
accept-in,2375706259618033765,14360169497181817
accept-in,2375706259618033765,14360169497187165
accept-in,-6298246756274498923,14360169497885430
accept-in,-6298246756274498923,14360169497890232
accept-in,8123604366760889502,14360169512844865
accept-in,8123604366760889502,14360169512849713
accept-in,-3825260285631540655,14360169548367323
accept-in,-3825260285631540655,14360169548372242
accept-in,-307532203836355074,14360169582280362
accept-in,-307532203836355074,14360169582285592
accept-in,8845157109344259911,14360169590701265
accept-in,8845157109344259911,14360169590705922
accept-in,1451777044562932238,14360169597328871
accept-in,1451777044562932238,14360169597333834
accept-in,8284562057963020374,14360169597879490
accept-in,8284562057963020374,14360169597884473
accept-in,-1525874082621516027,14360169612588750
accept-in,-1525874082621516027,14360169612593590
accept-in,-409676707945474807,14360169627840063
accept-in,-409676707945474807,14360169627845131
accept-in,314792116360495310,14360169645278651
accept-in,314792116360495310,14360169645283486
accept-in,5968443070204955626,14360169647394465
accept-in,5968443070204955626,14360169647399467
accept-in,3181786489177457826,14360169654925846
accept-in,3181786489177457826,14360169654930460
accept-in,-3234280584780612400,14360169671132444
accept-in,-3234280584780612400,14360169671137371
accept-in,4981921706490748739,14360169676920917
accept-in,4981921706490748739,14360169676925511
accept-in,2518580974626491825,14360169678384733
accept-in,2518580974626491825,14360169678389713
accept-in,-1066885793760536316,14360169694058003
accept-in,-1066885793760536316,14360169694063674
accept-in,3870823459241808700,14360169705525011
accept-in,3870823459241808700,14360169705534630
accept-in,-2521791679051524246,14360169705773427
accept-in,-2521791679051524246,14360169705778059
accept-in,9178212753068924008,14360169722082889
accept-in,9178212753068924008,14360169722087733
accept-in,-3245942622364174934,14360169776098323
accept-in,-3245942622364174934,14360169776103325
accept-in,2965102271227461842,14360169782956014
accept-in,2965102271227461842,14360169782960944
accept-in,-5519332286219550577,14360169796449810
accept-in,-5519332286219550577,14360169796454617
accept-in,-1181521944830917955,14360169818111118
accept-in,-1181521944830917955,14360169818116033
accept-in,-3806098591243316674,14360169838387505
accept-in,-3806098591243316674,14360169838397642
accept-in,8431411947884166313,14360169844326777
accept-in,8431411947884166313,14360169844331666
accept-in,-9105678218263971541,14360169859326578
accept-in,-9105678218263971541,14360169859332706
accept-in,2806087737610240389,14360169882282727
accept-in,2806087737610240389,14360169882287023
accept-in,-7079455161071435912,14360169888066506
accept-in,-7079455161071435912,14360169888071321
accept-in,-4057002398966022134,14360169888636618
accept-in,-4057002398966022134,14360169888641503
accept-in,5621932842039862067,14360169894323296
accept-in,5621932842039862067,14360169894327692
accept-in,3024020351034627152,14360169897211432
accept-in,3024020351034627152,14360169897215519
accept-in,3855742975378901283,14360169908119663
accept-in,3855742975378901283,14360169908127562
accept-in,-5871284187737129790,14360169918407796
accept-in,-5871284187737129790,14360169918412518
accept-in,3436474148014134438,14360169932884263
accept-in,3436474148014134438,14360169932889288
accept-in,-2944171158958475411,14360169933589057
accept-in,-2944171158958475411,14360169933593471
accept-in,6054542090524643157,14360169938216588
accept-in,6054542090524643157,14360169938220755
accept-in,192005485309136872,14360169945633657
accept-in,192005485309136872,14360169945638061
accept-in,-2582131872459467747,14360169948963501
accept-in,-2582131872459467747,14360169948968364
accept-in,3712582493370698654,14360169955457210
accept-in,3712582493370698654,14360169955464114
accept-in,4170491797870336453,14360169963407972
accept-in,4170491797870336453,14360169963411597
accept-in,-9152319483190263925,14360169975866876
accept-in,-9152319483190263925,14360169975870159
accept-in,-6915532725970908941,14360169979384664
accept-in,-6915532725970908941,14360169979387916
accept-in,2305436352153400608,14360170003952624
accept-in,2305436352153400608,14360170003956711
accept-in,-4750540142702448371,14360170021531192
accept-in,-4750540142702448371,14360170021534906
accept-in,4707789303919369273,14360170036408376
accept-in,4707789303919369273,14360170036412190
accept-in,-1603775880469076275,14360170040331200
accept-in,-1603775880469076275,14360170040335174
accept-in,6883619987455249436,14360170060183600
accept-in,6883619987455249436,14360170060191591
accept-in,6295398427502788338,14360170061900989
accept-in,6295398427502788338,14360170061904986
accept-in,2653614273216449009,14360170086257293
accept-in,2653614273216449009,14360170086262016
accept-in,2239890553867496601,14360170093979040
accept-in,2239890553867496601,14360170093983704
accept-in,7696567509874727042,14360170094643078
accept-in,7696567509874727042,14360170094651875
accept-in,-7317287758870985390,14360170108113689
accept-in,-7317287758870985390,14360170108118419
accept-in,-3566195027979014255,14360170113924021
accept-in,-3566195027979014255,14360170113928595
accept-in,-4591806916929532791,14360170138931487
accept-in,-4591806916929532791,14360170138937604
accept-in,5388796610643821109,14360170139440277
accept-in,5388796610643821109,14360170139444636
accept-in,-77846856898756832,14360170140863165
accept-in,-77846856898756832,14360170140866578
accept-in,5260766846441390853,14360170156920824
accept-in,5260766846441390853,14360170156924327
accept-in,-991752931148596379,14360170161133725
accept-in,-991752931148596379,14360170161137096
accept-in,2079556563002938768,14360170187176528
accept-in,2079556563002938768,14360170187180506
accept-in,3563937493542385759,14360170194365462
accept-in,3563937493542385759,14360170194368898
accept-in,2637529275935379466,14360170205427631
accept-in,2637529275935379466,14360170205431311
accept-in,4185000013403815183,14360170227016866
accept-in,4185000013403815183,14360170227021819
accept-in,5590466614871354588,14360170232689432
accept-in,5590466614871354588,14360170232698823
accept-in,-5594007252250640468,14360170235654699
accept-in,-5594007252250640468,14360170235660701
accept-in,-3805582944380647198,14360170245913880
accept-in,-3805582944380647198,14360170245918711
accept-in,6689913615141235973,14360170259835492
accept-in,6689913615141235973,14360170259840351
accept-in,8886862204853205074,14360170269858587
accept-in,8886862204853205074,14360170269863487
accept-in,-1864009936848010443,14360170281476009
accept-in,-1864009936848010443,14360170281481091
accept-in,5292092060805217246,14360170281801519
accept-in,5292092060805217246,14360170281806133
accept-in,8737349865494913325,14360170284906222
accept-in,8737349865494913325,14360170284911036
accept-in,-600006017139807154,14360170287388269
accept-in,-600006017139807154,14360170287392457
accept-in,7465658836680880671,14360170299492943
accept-in,7465658836680880671,14360170299497787
accept-in,-5843006876568478913,14360170311521021
accept-in,-5843006876568478913,14360170311525800
accept-in,7422899020529509736,14360170323405102
accept-in,7422899020529509736,14360170323409989
accept-in,-2535890969956634955,14360170339635662
accept-in,-2535890969956634955,14360170339640622
accept-in,-8750690416062248783,14360170361718765
accept-in,-8750690416062248783,14360170361723609
accept-in,-2535542185333524874,14360170373358377
accept-in,-2535542185333524874,14360170373363299
accept-in,5492226567853727392,14360170398940221
accept-in,5492226567853727392,14360170398944756
accept-in,2311902645234036289,14360170410032423
accept-in,2311902645234036289,14360170410035966
accept-in,2630981065049194362,14360170445374016
accept-in,2630981065049194362,14360170445378446
accept-in,-2095129233827492458,14360170451991243
accept-in,-2095129233827492458,14360170451994851
accept-in,-8171644413916089757,14360170454848551
